symbol;Industry;Sector;Country;Year;GDP;LnGDPperCapita;EPU;TotalAssets;TotalCapitalization;TotalDebt;TotalEquityGrossMinorityInterest;TotalLiabilitiesNetMinorityInterest;TotalNonCurrentAssets;TotalNonCurrentLiabilitiesNetMinorityInterest;CashAndCashEquivalents;NetIncome;FreeCashFlow;EBIT;BasicEPS;DilutedEPS;DividendsPayable;TotalRevenue
CONCOR.NS;Railroads;Industrials;India;2020;1910.421473;7.555079163;104.2194979;155011488.6;93279678.71;49622623.01;94519218.61;60492269.94;1.16873E+12;2.55186E+11;4348534.448;4494198.132;-14296814.22;9738457.004;0.001632;0.001632;0;100139636.6
CONCOR.NS;Railroads;Industrials;India;2021;2256.590409;7.721610284;59.79087633;154714734.2;94611562.27;41871295.05;101580730;53134004.15;1.15001E+12;2.0903E+11;2595763.592;2031452.4;2694925.408;7683819.392;0.000748;0.000748;0;109619677.2
COROMANDEL.NS;Agricultural Inputs;Basic Materials;India;2022;2324.288121;7.751169087;81.15122606;47245080.65;29941696.62;9537820.983;27974218.23;19270862.42;1.07928E+11;47118935598;12045748.08;4612644.751;-5104338.669;4159588.098;0.01077392;0.01077392;19247.83289;19392074.53
CRAFTSMAN.NS;Auto Parts;Consumer Cyclical;India;2019;2047.232704;7.62424426;73.09389064;158637189.8;90589445.71;38556000;92047390.67;66589799.12;9.51141E+11;15579494558;1709968.071;8692205.558;-16140701.91;13670050.16;0.01212712;0.01212712;0;20920652.48
CRAFTSMAN.NS;Auto Parts;Consumer Cyclical;India;2020;1910.421473;7.555079163;104.2194979;201692806;91516425.98;9838567.585;93126174.55;108566631.4;9.65591E+11;43277152645;1232258.979;5684663.383;35182532.48;9360334.483;0.00795532;0.00795532;0;19531119.97
CRAFTSMAN.NS;Auto Parts;Consumer Cyclical;India;2021;2256.590409;7.721610284;59.79087633;139725794.4;97004939.5;1742045.852;99018237.08;40707557.35;7.57958E+11;37801012934;1097801.292;10313491.47;12467828.4;13940989.13;0.014433;0.014433;0;24531260.62
CRISIL.NS;Financial Data & Stock Exchanges;Financial Services;India;2019;2047.232704;7.62424426;73.09389064;8482014.446;6157698.317;1080157.415;5727782.283;2754232.162;43538423985;7369544097;486746.5752;-697471.3976;-863541.4258;-591176.3873;-0.000597833;-0.000597833;0;4264966.252
CRISIL.NS;Financial Data & Stock Exchanges;Financial Services;India;2020;1910.421473;7.555079163;104.2194979;7027876.31;5513739.222;1053206.032;4329575.866;2698300.444;39158803965;18055948925;1031995.252;-1084506.1;675358.7787;-939064.2334;-0.000929577;-0.000929577;0;3168947.757
CRISIL.NS;Financial Data & Stock Exchanges;Financial Services;India;2021;2256.590409;7.721610284;59.79087633;7411702.543;5494654.274;1106712.982;4421496.204;2990206.339;44658145469;15770743983;100247.2236;86927.34977;-887532.3439;216069.06;7.45092E-05;7.45092E-05;0;11005287.17
CROMPTON.NS;Furnishings, Fixtures & Appliances;Consumer Cyclical;India;2020;1910.421473;7.555079163;104.2194979;74311191.61;18802459.98;35864978.87;16082459.98;58228731.63;6.38986E+11;1.02787E+11;448199.5385;-4379116.623;1553299.522;-1101856.197;-0.00779212;-0.00779212;0;20974206.42
CROMPTON.NS;Furnishings, Fixtures & Appliances;Consumer Cyclical;India;2021;2256.590409;7.721610284;59.79087633;73024392.48;15604623.97;35838089.8;12884623.97;60139768.51;6.30838E+11;99316113236;572248.9815;-3288259.971;11360.08061;-2271248.48;-0.00562632;-0.00562632;0;30990376.86
CUMMINSIND.NS;Specialty Industrial Machinery;Industrials;India;2020;1910.421473;7.555079163;104.2194979;91470302.49;46039034.13;47017148.18;31038504.31;60431798.19;6.79651E+11;2.68533E+11;5644883.057;1872851.429;1033728.183;7138126.925;0.00243236;0.00243236;0;109914530.3
CUMMINSIND.NS;Specialty Industrial Machinery;Industrials;India;2021;2256.590409;7.721610284;59.79087633;88235260.69;43730843.33;42987725.04;32933237.26;55302023.43;5.92144E+11;1.98379E+11;5911261.162;1246729.932;4901083.736;5920250.983;0.00160344;0.00160344;0;111903302.7
CUMMINSIND.NS;Specialty Industrial Machinery;Industrials;India;2022;2324.288121;7.751169087;81.15122606;86193352.41;43710155.14;40929247.96;35613740.3;50579612.11;5.55E+11;1.78316E+11;4777541.149;1367503.761;4506112.058;6311952.854;0.00177616;0.00177616;0;116014288.5
CYIENT.NS;Conglomerates;Industrials;India;2019;2047.232704;7.62424426;73.09389064;123786068;62211867.49;34574484.02;70435785.91;53350282.08;9.3064E+11;1.15631E+11;11602979.74;284725.2453;-7405877.73;3708659.063;0.00016524;0.00016524;0;143119931.3
CYIENT.NS;Conglomerates;Industrials;India;2020;1910.421473;7.555079163;104.2194979;120268917.2;60983572.69;34318013.08;65414752.83;54854164.34;8.14868E+11;1.05658E+11;12011977.07;703193.3186;243314.0324;3407743.855;0.00040732;0.00040732;0;215256055.3
CYIENT.NS;Conglomerates;Industrials;India;2021;2256.590409;7.721610284;59.79087633;133989112.2;63094558.14;43094153.45;67489013.52;66500098.64;8.12296E+11;94739966825;14749693.6;2010107.788;-5031652.359;5841088.525;0.00116348;0.00116348;0;261656348.5
DABUR.NS;Household & Personal Products;Consumer Defensive;India;2019;2047.232704;7.62424426;73.09389064;199621661.5;91231039.77;16996054.4;115006177.5;84615484.07;1.74482E+12;4.30791E+11;10117698.55;14190087.72;2527941.441;19670137.51;0.00525572;0.00525572;0;154104511
DABUR.NS;Household & Personal Products;Consumer Defensive;India;2020;1910.421473;7.555079163;104.2194979;206419754.1;94925033.15;31201960.6;131991804.2;74427949.92;1.99387E+12;3.7122E+11;14817076.89;7818962.355;10731882.35;11092157.38;0.00289612;0.00289612;0;129947313.2
DABUR.NS;Household & Personal Products;Consumer Defensive;India;2021;2256.590409;7.721610284;59.79087633;213755188.3;98429622.18;27441152.77;139594949.4;74160238.83;1.85785E+12;2.97778E+11;28768700.01;13397550.79;23652841.66;19466734.57;0.00496196;0.00496196;0;152220451.7
DALBHARAT.NS;Building Materials;Basic Materials;India;2022;2324.288121;7.751169087;81.15122606;211898254.8;99972007.2;23412423.52;143319542.2;68578712.56;1.94055E+12;2.17441E+11;12821894.83;14054157.32;11145572.47;20151417.88;0.0052054;0.0052054;0;170383851.7
DALBHARAT.NS;Building Materials;Basic Materials;India;2020;1910.421473;7.555079163;104.2194979;28038070.5;-12087529.72;1522977.242;-12343896.34;40381966.84;3.8031E+11;53939412517;118479.0159;-2166404.8;-2938207.364;-2120579.632;-0.0001394;-0.0001394;0;352007.2971
DALBHARAT.NS;Building Materials;Basic Materials;India;2021;2256.590409;7.721610284;59.79087633;30319316.58;13333853.18;1689129.828;13059467.79;17259848.79;4.15486E+11;52167179540;123289.2963;-1207271.804;-3713033.168;-1164253.28;-0.00007752;-0.00007752;0;328392.4137
DATAPATTNS.NS;Aerospace & Defense;Industrials;India;2022;2324.288121;7.751169087;81.15122606;563695948.8;391363824.5;180224560.9;289643800.4;274052148.4;4.96478E+12;2.19877E+12;77249850.96;11955422.39;-16678493.14;31414161.93;0.0026282;0.0026282;0;245816003.1
DATAPATTNS.NS;Aerospace & Defense;Industrials;India;2019;2047.232704;7.62424426;73.09389064;39427294.67;33321213.99;6086000;33321271.94;6106022.726;706307879;51364777;960431.0428;132672.6442;5139640.865;1392139.326;0.000027608;0.000027608;0;5338857.546
DATAPATTNS.NS;Aerospace & Defense;Industrials;India;2020;1910.421473;7.555079163;104.2194979;33833909.83;33717005.87;37709.18961;33717066.45;116843.3746;1045812400;81155625;293349.664;394953.0356;5801167.121;944894.9683;0.00008228;0.00008228;0;199984.9522
DCMSHRIRAM.NS;Specialty Chemicals;Basic Materials;India;2020;1910.421473;7.555079163;104.2194979;16544559.05;-24116569.17;42886495.75;-35382210.09;51926769.14;83103227000;1.8067E+11;1527881.052;-3612633.96;1480778.064;-4483827.384;-0.00058752;-0.00058752;0;1464831.112
DCMSHRIRAM.NS;Specialty Chemicals;Basic Materials;India;2021;2256.590409;7.721610284;59.79087633;6190753.66;5248395.856;0;5172641.748;1018111.912;9395668000;3630083000;1088982.396;12827462.06;-735744.768;12253445.57;0.0012546;0.0012546;0;493888.148
DEEPAKFERT.NS;Chemicals;Basic Materials;India;2020;1910.421473;7.555079163;104.2194979;22130600;-248041220;270699704;-282000216;304130816;1.39552E+11;5.22533E+11;2007768;-174469912;-28714972;-62731360;-0.023868;-0.023868;0;286065052
DEEPAKFERT.NS;Chemicals;Basic Materials;India;2021;2256.590409;7.721610284;59.79087633;15361404;-17286688;271803616;-289187816;304549220;1.27241E+11;4.0437E+12;841772;-7824284;-2192660;-5412528;-0.00136;-0.00136;0;120285676
DELHIVERY.NS;Integrated Freight & Logistics;Industrials;India;2019;2047.232704;7.62424426;73.09389064;60906445.23;17533000.18;43014082.55;2444343.35;58462101.88;2.79539E+11;2.53653E+11;1501680.018;-3518517.068;-1289342.049;-1892464.641;-0.00347752;-0.00347752;0;43918444.94
DELTACORP.NS;Resorts & Casinos;Consumer Cyclical;India;2020;1910.421473;7.555079163;104.2194979;26841336.97;-3669463.954;46850986.39;-26541950.34;53383287.32;2.51333E+11;3.61561E+11;615357.6246;-28179093.88;-2905650.382;-25706645.12;-0.02785144;-0.02785144;0;11483828.54
DELTACORP.NS;Resorts & Casinos;Consumer Cyclical;India;2021;2256.590409;7.721610284;59.79087633;19221489.56;4328548.773;52188034.39;-35003116.62;54224606.18;2.2925E+11;5.98903E+11;280223.1474;-8603214.222;-4087982.844;-7181381.352;-0.0085034;-0.0085034;0;1065983.909
DELTACORP.NS;Resorts & Casinos;Consumer Cyclical;India;2019;2047.232704;7.62424426;73.09389064;187043095.3;134474612.5;64875360.79;80387619.69;106655475.6;8.47705E+11;8.0186E+11;2089937.036;-13122437.89;4968683.134;-1473104.598;-0.00039372;-0.00039372;0;46333250.47
DELTACORP.NS;Resorts & Casinos;Consumer Cyclical;India;2020;1910.421473;7.555079163;104.2194979;159825936.9;105474379.3;60976623.31;57508410.03;102317526.9;7.65907E+11;7.1271E+11;815773.3623;-9199006.779;6765847.688;-4897512.429;-0.00027608;-0.00027608;0;21737681.07
DEVYANI.NS;Restaurants;Consumer Cyclical;India;2021;2256.590409;7.721610284;59.79087633;185456865.2;83951222.47;10880;83768137.5;101688727.7;6.76276E+11;2.00393E+11;51671369.03;6914307.048;8977213.052;5462055.732;0.00202776;0.00202776;0;118668814.7
DIVISLAB.NS;Drug Manufacturers—Specialty & Generic;Healthcare;India;2019;2047.232704;7.62424426;73.09389064;1098140275;688478775.8;413533739.2;553149439.9;544990834.7;6.45377E+12;2.03465E+12;31914696.37;54818115.2;-61165488.82;85784415.93;0.00223584;0.00223584;0;507767962.3
DIXON.NS;Consumer Electronics;Technology;India;2019;2047.232704;7.62424426;73.09389064;702976865.9;267764822.5;197053427.2;238574323.9;464402542;3.16898E+12;6.34394E+11;108955091;34839577.01;49953650.24;52515378.31;0.00399772;0.00399772;0;481670143.8
DIXON.NS;Consumer Electronics;Technology;India;2020;1910.421473;7.555079163;104.2194979;578613176.4;251920537.3;189603552.4;230558963.9;348054212.4;3.26081E+12;4.11824E+11;104870771.2;8707569.471;33079146.53;16571681.09;0.00099892;0.00099892;0;326628431.8
DIXON.NS;Consumer Electronics;Technology;India;2021;2256.590409;7.721610284;59.79087633;607116477.5;261151042.5;98120685.64;234456135.4;372660342.1;3.43437E+12;5.41906E+11;118246363.3;5637744.908;-10776734.16;11314374.09;0.00064668;0.00064668;0;293274020.6
DLF.NS;Real Estate—Development;Real Estate;India;2021;2256.590409;7.721610284;59.79087633;215830144.9;92609656.08;77710064.69;93082001.25;122748143.6;5.65029E+11;69145267985;6172027.12;1974031.83;-25379449.25;9665149.854;0.00127432;0.00127432;0;237820832.1
DLF.NS;Real Estate—Development;Real Estate;India;2022;2324.288121;7.751169087;81.15122606;214626656.9;84882774.87;75535876.98;85680026.31;128946630.6;7.10104E+11;1.67851E+11;1166777.584;-7929968.861;-492797.1021;1058393.924;-0.0031586;-0.0031586;0;201168993.2
DLF.NS;Real Estate—Development;Real Estate;India;2019;2047.232704;7.62424426;73.09389064;97192479.64;58963208.35;23937926.64;53105143.16;44087336.48;1.00487E+12;3.6282E+11;4441087.446;12145056.98;3181431.003;20653391.4;0.00061064;0.00061064;0;60187525.44
DMART.NS;Discount Stores;Consumer Defensive;India;2020;1910.421473;7.555079163;104.2194979;290135406.6;214219274.8;5154409.74;214219274.8;75916131.76;5026159000;491887000;95502935.26;39417401.62;27383997.72;53372483.57;3.49908765;3.49908765;0;365142343.3
DMART.NS;Discount Stores;Consumer Defensive;India;2021;2256.590409;7.721610284;59.79087633;324414732.2;233728765.4;2829453.865;233728765.4;90685966.82;5138080000;525793000;129987441.8;19866764.78;34203945.77;27206871.62;1.7635529;1.7635529;0;318488208.3
DMART.NS;Discount Stores;Consumer Defensive;India;2022;2324.288121;7.751169087;81.15122606;367777285.1;267160132.1;3006690.075;267160132.1;100617153;5689356000;619114000;162464221.6;33275664.09;31451486.76;45394419.35;2.95389605;2.95389605;0;407907424.4
DRREDDY.NS;Drug Manufacturers—Specialty & Generic;Healthcare;India;2022;2324.288121;7.751169087;81.15122606;1183467080;837469844.5;318069624.5;723722273;459744807;63991000000;14206700000;31151533.5;159934696.5;-102261353.5;199737598.5;0.4411941;0.4411941;272840.5;746057265.5
DRREDDY.NS;Drug Manufacturers—Specialty & Generic;Healthcare;India;2020;1910.421473;7.555079163;104.2194979;774781375;435518283.5;259276779;376029266.5;398752108.5;43276300000;13427400000;29970856;65589388;-6267990.5;96843695.5;0.188235475;0.188235475;285075.5;502277337.5
DRREDDY.NS;Drug Manufacturers—Specialty & Generic;Healthcare;India;2021;2256.590409;7.721610284;59.79087633;934959548;583700039;350113089.5;430051685.5;504907862.5;52740800000;17266100000;50196534.5;64046554.5;-54092158.5;90693161;0.1837697;0.1837697;250817.5;526743667
EASEMYTRIP.NS;Travel Services;Consumer Cyclical;India;2022;2324.288121;7.751169087;81.15122606;156897455.6;92266141.54;1147924.405;92295468.84;64601986.8;5678519000;170024000;700319.165;12849429.47;7427550.39;18480673.86;0.1103597;0.1103597;9971.525;199179303.2
EASEMYTRIP.NS;Travel Services;Consumer Cyclical;India;2020;1910.421473;7.555079163;104.2194979;174791534.7;104833762.3;110332171.3;732387.1;174059147.6;11664290000;11691060000;12357.35;-4431394.65;-548128;12823014.1;-0.036012083;-0.036012083;0;74120975.85
EASEMYTRIP.NS;Travel Services;Consumer Cyclical;India;2021;2256.590409;7.721610284;59.79087633;175258299.9;112768526.8;110899508.2;8856060.05;166402239.9;11318250000;11777660000;1756946;8149244.1;13281092.5;27004724.95;0.066225486;0.066225486;0;90356086.75
ECLERX.NS;Information Technology Services;Technology;India;2020;1910.421473;7.555079163;104.2194979;2254316038;1831169432;1818877527;282718194.8;1971597843;1.58632E+11;1.3099E+11;77975465.78;-2842496.375;-175234001.2;122336859.6;-0.0090539;-0.0090539;0;311824464.5
ECLERX.NS;Information Technology Services;Technology;India;2021;2256.590409;7.721610284;59.79087633;3514014350;2685093100;2961971150;260116100;3253898250;2.5172E+11;2.0667E+11;22512400;25693500;-555713700;210319650;0.0083198;0.0083198;0;382221400
EDELWEISS.NS;Capital Markets;Financial Services;India;2020;1910.421473;7.555079163;104.2194979;9179308750;6245573533;6766665854;792883057.5;8386425693;6.04318E+11;5.03554E+11;116313251;-278318109.5;412440626.5;364609117.5;-0.10020465;-0.10020465;0;3238325542
EDELWEISS.NS;Capital Markets;Financial Services;India;2021;2256.590409;7.721610284;59.79087633;9608814755;6493064337;6425660498;1604326610;8004488145;6.11636E+11;4.6966E+11;13905077.5;155382053;365182939;848658752;0.0007341;0.0007341;0;3208198078
EDELWEISS.NS;Capital Markets;Financial Services;India;2022;2324.288121;7.751169087;81.15122606;10030377797;6903027376;5963828400;2288365884;7742011913;6.5753E+11;4.61339E+11;95722969.5;600931813;831757323;1278448609;0.11782305;0.11782305;0;3390462873
EICHERMOT.NS;Auto Manufacturers;Consumer Cyclical;India;2021;2256.590409;7.721610284;59.79087633;5289628513;4004281812;3315068356;1226296921;4063331592;3.86736E+11;2.67937E+11;32261248;149761294;-20553576.5;429798421;0.1103597;0.1103597;0;1214486476
EICHERMOT.NS;Auto Manufacturers;Consumer Cyclical;India;2022;2324.288121;7.751169087;81.15122606;5807233859;4610987321;3658484007;1346645275;4460588584;4.29455E+11;3.08009E+11;23130267.5;147384033.5;-11531487.5;476198435;0.1088915;0.1088915;0;1340981694
EICHERMOT.NS;Auto Manufacturers;Consumer Cyclical;India;2020;1910.421473;7.555079163;104.2194979;357347853;208375900;69694242.74;213527104.2;143820748.8;20207910000;4110847000;27219779.55;12185338.14;-2996204.68;29094157.08;0.0359709;0.0347474;436679.385;877306307.1
EIDPARRY.NS;Confectioners;Consumer Defensive;India;2021;2256.590409;7.721610284;59.79087633;377101297.2;250669897;89830091.87;250266729.2;126834568;24804018000;5310450000;36316856.86;27330812.17;10127362.2;43042057.08;0.07940515;0.0778146;466618.43;469872683.1
EIDPARRY.NS;Confectioners;Consumer Defensive;India;2022;2324.288121;7.751169087;81.15122606;493577041.2;274562478.4;102199493.3;276802829.2;216774212;28507541000;6047682000;11525492.35;43742926.82;-15943440.74;59913400.21;0.12467465;0.12467465;496533.005;565789773.1
EIDPARRY.NS;Confectioners;Consumer Defensive;India;2020;1910.421473;7.555079163;104.2194979;36762137.45;18153681.25;18030107.75;9577190.95;27184946.5;1526780000;1043340000;8931.55;4888616.6;-3732042.05;7934397.5;0.039271144;0.039271144;0;36925964.1
EIHOTEL.NS;Lodging;Consumer Cyclical;India;2020;1910.421473;7.555079163;104.2194979;48943181.1;31470744.65;8258747.35;28037603.65;20905577.45;1679300000;432850000;7232475.55;8016004.95;5015982.95;9818954.55;0.06394011;0.06394011;0;40838350.05
EIHOTEL.NS;Lodging;Consumer Cyclical;India;2021;2256.590409;7.721610284;59.79087633;92076205.4;54822465.65;14526860.2;43945917.7;48130287.7;5018870000;1997840000;572230.95;16493147.05;6403187.25;18436187.4;0.12956865;0.12956865;0;63227910.65
EIHOTEL.NS;Lodging;Consumer Cyclical;India;2022;2324.288121;7.751169087;81.15122606;223521459.7;155046936.4;18186104;144293839.6;79227620.15;8839550000;2187690000;16303015.15;26167973.3;16326751.05;30564131.15;0.197151915;0.197151915;0;132340611.6
ELECON.NS;Specialty Industrial Machinery;Industrials;India;2021;2256.590409;7.721610284;59.79087633;582166932.3;519291879.1;23606049.95;520370724.7;61796207.66;12990181000;604830000;56547025.61;69265014.47;58029369.27;89797681.35;0.7343447;0.7343447;17288.055;344877573.9
ELECON.NS;Specialty Industrial Machinery;Industrials;India;2022;2324.288121;7.751169087;81.15122606;627113636.3;581924752.7;1202859.555;582806309;44307327.37;13988692000;581592000;31408297.21;75817958.12;-20150261.96;96059297.42;0.8038395;0.8038395;15330.455;431059042
ELECON.NS;Specialty Industrial Machinery;Industrials;India;2020;1910.421473;7.555079163;104.2194979;406041721.5;318062283.5;9171356;317971744.5;88069977;16769800000;1136500000;24757522.5;57223095;26592772.5;82693918;0.437197329;0.437197329;94209.5;313436230
ELGIEQUIP.NS;Specialty Industrial Machinery;Industrials;India;2021;2256.590409;7.721610284;59.79087633;309557735;157623505;7818165;157623505;151934230;7823000000;1505000000;17018885;25399860;31211485;35261270;0.557916;0.557916;1627255;293958110
ELGIEQUIP.NS;Specialty Industrial Machinery;Industrials;India;2022;2324.288121;7.751169087;81.15122606;317082260;154099825;8625675;154099825;162982435;8312000000;1483000000;17740750;35493735;7096300;46309475;0.7793695;0.7793695;1260205;380349445
ELGIEQUIP.NS;Specialty Industrial Machinery;Industrials;India;2020;1910.421473;7.555079163;104.2194979;284561630;151469300;7867105;151469300;133092330;7755000000;1401000000;31138075;29045890;39922805;40669140;0.63781055;0.63781055;2104420;322820475
